,actual,x,y,w,h,fg,t_x,t_y,t_w,t_h
64,12.0,604.0,326.0,173.0,176.0,0.0,,,,
65,12.0,594.0,461.0,144.0,98.0,0.0,,,,
66,12.0,615.0,454.0,43.0,57.0,0.0,,,,
67,12.0,503.0,264.0,206.0,274.0,0.0,,,,
68,12.0,630.0,378.0,57.0,65.0,0.0,,,,
69,12.0,648.0,481.0,45.0,60.0,0.0,,,,
70,12.0,579.0,383.0,91.0,66.0,0.0,,,,
71,12.0,620.0,376.0,70.0,56.0,0.0,,,,
72,12.0,604.0,266.0,213.0,226.0,0.0,,,,
73,12.0,519.0,430.0,204.0,137.0,0.0,,,,
74,12.0,651.0,378.0,35.0,64.0,0.0,,,,
75,12.0,601.0,414.0,64.0,49.0,0.0,,,,
76,12.0,614.0,430.0,44.0,61.0,0.0,,,,
77,12.0,685.0,439.0,30.0,42.0,0.0,,,,
78,12.0,594.0,452.0,74.0,101.0,0.0,,,,
79,12.0,642.0,410.0,35.0,43.0,0.0,,,,
80,12.0,594.0,461.0,96.0,79.0,0.0,,,,
81,12.0,650.0,386.0,93.0,65.0,0.0,,,,
82,12.0,526.0,430.0,178.0,152.0,0.0,,,,
83,12.0,630.0,326.0,156.0,213.0,0.0,,,,
84,12.0,604.0,390.0,66.0,60.0,0.0,,,,
85,12.0,526.0,411.0,179.0,181.0,0.0,,,,
86,12.0,522.0,269.0,205.0,284.0,0.0,,,,
87,12.0,666.0,429.0,87.0,240.0,0.0,,,,
88,12.0,680.0,414.0,27.0,55.0,0.0,,,,
89,12.0,630.0,344.0,67.0,107.0,0.0,,,,
90,12.0,587.0,431.0,107.0,118.0,0.0,,,,
91,12.0,662.0,373.0,141.0,142.0,0.0,,,,
92,12.0,611.0,425.0,59.0,31.0,0.0,,,,
93,12.0,595.0,389.0,132.0,152.0,0.0,,,,
94,12.0,604.0,390.0,134.0,151.0,0.0,,,,
95,12.0,682.0,386.0,45.0,81.0,0.0,,,,
96,12.0,662.0,316.0,66.0,144.0,0.0,,,,
97,12.0,627.0,454.0,74.0,85.0,0.0,,,,
98,12.0,526.0,288.0,214.0,263.0,0.0,,,,
99,12.0,657.0,466.0,32.0,72.0,0.0,,,,
100,12.0,551.0,373.0,139.0,69.0,0.0,,,,
101,12.0,655.0,397.0,72.0,72.0,0.0,,,,
102,12.0,650.0,391.0,37.0,48.0,0.0,,,,
103,12.0,514.0,299.0,214.0,235.0,0.0,,,,
104,12.0,594.0,461.0,97.0,79.0,0.0,,,,
105,12.0,601.0,283.0,139.0,182.0,0.0,,,,
106,12.0,662.0,380.0,40.0,47.0,0.0,,,,
107,12.0,660.0,404.0,27.0,31.0,0.0,,,,
108,12.0,650.0,464.0,52.0,108.0,0.0,,,,
109,12.0,567.0,430.0,186.0,128.0,0.0,,,,
110,12.0,483.0,360.0,204.0,158.0,0.0,,,,
111,12.0,634.0,367.0,79.0,54.0,0.0,,,,
112,12.0,681.0,385.0,81.0,82.0,0.0,,,,
113,12.0,583.0,454.0,110.0,87.0,0.0,,,,
114,12.0,689.0,369.0,35.0,100.0,0.0,,,,
115,12.0,563.0,374.0,192.0,285.0,0.0,,,,
116,12.0,601.0,344.0,96.0,109.0,0.0,,,,
117,12.0,644.0,391.0,127.0,152.0,0.0,,,,
118,12.0,590.0,436.0,68.0,52.0,0.0,,,,
119,12.0,687.0,429.0,40.0,52.0,0.0,,,,
120,12.0,549.0,362.0,160.0,176.0,0.0,,,,
121,12.0,658.0,473.0,35.0,75.0,0.0,,,,
122,12.0,658.0,475.0,36.0,66.0,0.0,,,,
123,12.0,626.0,464.0,53.0,37.0,0.0,,,,
124,12.0,625.0,220.0,192.0,272.0,0.0,,,,
125,12.0,612.0,405.0,58.0,44.0,0.0,,,,
126,12.0,564.0,410.0,145.0,128.0,0.0,,,,
127,12.0,582.0,376.0,145.0,192.0,0.0,,,,
128,12.0,677.0,430.0,95.0,111.0,0.0,,,,
129,12.0,681.0,415.0,28.0,54.0,0.0,,,,
130,12.0,562.0,284.0,165.0,205.0,0.0,,,,
131,12.0,657.0,464.0,34.0,47.0,0.0,,,,
132,12.0,679.0,374.0,81.0,126.0,0.0,,,,
133,12.0,660.0,390.0,36.0,61.0,0.0,,,,
134,12.0,603.0,426.0,67.0,37.0,0.0,,,,
135,12.0,601.0,426.0,153.0,268.0,0.0,,,,
136,12.0,643.0,474.0,38.0,31.0,0.0,,,,
137,12.0,615.0,410.0,55.0,39.0,0.0,,,,
138,12.0,645.0,465.0,42.0,46.0,0.0,,,,
139,12.0,637.0,430.0,179.0,171.0,0.0,,,,
140,12.0,644.0,391.0,94.0,150.0,0.0,,,,
141,12.0,566.0,323.0,135.0,172.0,0.0,,,,
142,12.0,623.0,446.0,35.0,64.0,0.0,,,,
143,12.0,613.0,412.0,57.0,37.0,0.0,,,,
144,12.0,630.0,391.0,123.0,148.0,0.0,,,,
145,12.0,614.0,342.0,186.0,246.0,0.0,,,,
146,12.0,648.0,464.0,58.0,124.0,0.0,,,,
147,12.0,679.0,397.0,22.0,64.0,0.0,,,,
148,12.0,635.0,466.0,92.0,104.0,0.0,,,,
149,12.0,645.0,421.0,41.0,41.0,0.0,,,,
150,12.0,532.0,373.0,138.0,142.0,0.0,,,,
151,12.0,650.0,390.0,40.0,49.0,0.0,,,,
152,12.0,630.0,378.0,60.0,65.0,0.0,,,,
153,12.0,679.0,466.0,22.0,74.0,0.0,,,,
154,12.0,629.0,454.0,53.0,48.0,0.0,,,,
155,12.0,635.0,479.0,63.0,72.0,0.0,,,,
156,12.0,614.0,464.0,80.0,75.0,0.0,,,,
157,12.0,614.0,461.0,49.0,48.0,0.0,,,,
158,12.0,648.0,464.0,53.0,77.0,0.0,,,,
159,12.0,677.0,430.0,80.0,129.0,0.0,,,,
160,12.0,595.0,464.0,103.0,104.0,0.0,,,,
161,12.0,601.0,344.0,96.0,107.0,0.0,,,,
162,12.0,662.0,387.0,64.0,40.0,0.0,,,,
163,12.0,665.0,416.0,22.0,28.0,0.0,,,,
164,12.0,650.0,410.0,27.0,29.0,0.0,,,,
165,12.0,651.0,391.0,36.0,45.0,0.0,,,,
166,12.0,611.0,378.0,111.0,66.0,0.0,,,,
167,12.0,643.0,464.0,36.0,37.0,0.0,,,,
168,12.0,630.0,391.0,57.0,45.0,0.0,,,,
169,12.0,679.0,374.0,83.0,93.0,0.0,,,,
170,12.0,565.0,405.0,105.0,110.0,0.0,,,,
171,12.0,565.0,369.0,160.0,136.0,0.0,,,,
172,12.0,505.0,335.0,193.0,121.0,0.0,,,,
173,12.0,594.0,459.0,85.0,81.0,0.0,,,,
174,12.0,595.0,405.0,75.0,44.0,0.0,,,,
175,12.0,597.0,281.0,130.0,170.0,0.0,,,,
176,12.0,567.0,440.0,137.0,113.0,0.0,,,,
177,12.0,565.0,411.0,140.0,159.0,0.0,,,,
178,12.0,595.0,430.0,177.0,125.0,0.0,,,,
179,12.0,687.0,397.0,39.0,54.0,0.0,,,,
180,12.0,615.0,440.0,90.0,99.0,0.0,,,,
181,12.0,626.0,426.0,44.0,24.0,0.0,,,,
182,12.0,604.0,390.0,167.0,153.0,0.0,,,,
183,12.0,605.0,405.0,65.0,86.0,0.0,,,,
184,12.0,605.0,378.0,135.0,75.0,0.0,,,,
185,12.0,689.0,432.0,22.0,46.0,0.0,,,,
186,12.0,681.0,464.0,27.0,63.0,0.0,,,,
187,12.0,583.0,440.0,122.0,130.0,0.0,,,,
188,12.0,532.0,434.0,159.0,180.0,0.0,,,,
189,12.0,579.0,407.0,110.0,72.0,0.0,,,,
190,12.0,517.0,434.0,186.0,129.0,0.0,,,,
191,12.0,662.0,392.0,39.0,53.0,0.0,,,,
192,12.0,583.0,454.0,113.0,94.0,0.0,,,,
193,12.0,643.0,479.0,55.0,89.0,0.0,,,,
194,12.0,644.0,391.0,127.0,157.0,0.0,,,,
195,12.0,617.0,434.0,42.0,57.0,0.0,,,,
196,12.0,521.0,443.0,177.0,125.0,0.0,,,,
197,12.0,601.0,282.0,238.0,209.0,0.0,,,,
198,12.0,604.0,384.0,82.0,62.0,0.0,,,,
199,12.0,617.0,459.0,62.0,42.0,0.0,,,,
200,12.0,535.0,376.0,192.0,192.0,0.0,,,,
201,12.0,636.0,369.0,104.0,170.0,0.0,,,,
202,12.0,657.0,464.0,40.0,77.0,0.0,,,,
203,12.0,691.0,409.0,36.0,60.0,0.0,,,,
204,12.0,651.0,391.0,36.0,48.0,0.0,,,,
205,12.0,583.0,437.0,125.0,133.0,0.0,,,,
206,12.0,635.0,438.0,158.0,151.0,0.0,,,,
207,12.0,629.0,454.0,53.0,75.0,0.0,,,,
208,12.0,594.0,458.0,115.0,168.0,0.0,,,,
209,12.0,662.0,366.0,100.0,101.0,0.0,,,,
210,12.0,661.0,473.0,33.0,66.0,0.0,,,,
211,12.0,637.0,464.0,57.0,75.0,0.0,,,,
212,12.0,417.0,151.0,56.0,42.0,0.0,,,,
213,12.0,7.0,1302.0,12.0,26.0,0.0,,,,
214,12.0,244.0,1063.0,83.0,149.0,0.0,,,,
215,12.0,886.0,813.0,25.0,35.0,0.0,,,,
216,12.0,585.0,1222.0,32.0,32.0,0.0,,,,
217,12.0,332.0,539.0,86.0,71.0,0.0,,,,
218,12.0,372.0,458.0,113.0,97.0,0.0,,,,
219,12.0,512.0,863.0,240.0,188.0,0.0,,,,
220,12.0,680.0,1077.0,44.0,46.0,0.0,,,,
221,12.0,648.0,344.0,29.0,52.0,0.0,,,,
222,12.0,783.0,673.0,26.0,25.0,0.0,,,,
223,12.0,415.0,291.0,184.0,250.0,0.0,,,,
224,12.0,551.0,1269.0,85.0,82.0,0.0,,,,
225,12.0,802.0,447.0,15.0,10.0,0.0,,,,
226,12.0,461.0,298.0,21.0,13.0,0.0,,,,
227,12.0,953.0,428.0,15.0,25.0,0.0,,,,
228,12.0,219.0,222.0,46.0,106.0,0.0,,,,
229,12.0,716.0,396.0,46.0,60.0,0.0,,,,
230,12.0,0.0,756.0,62.0,106.0,0.0,,,,
231,12.0,606.0,1329.0,16.0,12.0,0.0,,,,
232,12.0,815.0,589.0,104.0,41.0,0.0,,,,
233,12.0,123.0,579.0,29.0,13.0,0.0,,,,
234,12.0,904.0,793.0,24.0,33.0,0.0,,,,
235,12.0,452.0,53.0,37.0,7.0,0.0,,,,
236,12.0,340.0,756.0,20.0,31.0,0.0,,,,
237,12.0,0.0,628.0,248.0,193.0,0.0,,,,
238,12.0,387.0,223.0,108.0,153.0,0.0,,,,
239,12.0,51.0,14.0,57.0,23.0,0.0,,,,
240,12.0,46.0,549.0,19.0,12.0,0.0,,,,
241,12.0,567.0,1061.0,49.0,41.0,0.0,,,,
242,12.0,865.0,802.0,23.0,33.0,0.0,,,,
243,12.0,559.0,206.0,8.0,23.0,0.0,,,,
244,12.0,149.0,614.0,93.0,71.0,0.0,,,,
245,12.0,628.0,812.0,25.0,32.0,0.0,,,,
246,12.0,925.0,419.0,26.0,33.0,0.0,,,,
247,12.0,790.0,0.0,210.0,165.0,0.0,,,,
248,12.0,63.0,289.0,80.0,57.0,0.0,,,,
249,12.0,943.0,1166.0,53.0,103.0,0.0,,,,
250,12.0,282.0,634.0,28.0,22.0,0.0,,,,
251,12.0,163.0,334.0,36.0,43.0,0.0,,,,
252,12.0,874.0,324.0,62.0,52.0,0.0,,,,
253,12.0,339.0,286.0,38.0,16.0,0.0,,,,
254,12.0,402.0,1003.0,255.0,317.0,0.0,,,,
255,12.0,695.0,607.0,95.0,176.0,0.0,,,,
256,12.0,558.0,193.0,10.0,36.0,0.0,,,,
257,12.0,49.0,1310.0,63.0,64.0,0.0,,,,
258,12.0,728.0,213.0,221.0,142.0,0.0,,,,
259,12.0,320.0,1284.0,38.0,67.0,0.0,,,,
260,12.0,765.0,785.0,95.0,85.0,0.0,,,,
261,12.0,479.0,801.0,48.0,50.0,0.0,,,,
262,12.0,848.0,692.0,50.0,116.0,0.0,,,,
263,12.0,773.0,990.0,50.0,54.0,0.0,,,,
264,12.0,566.0,342.0,12.0,21.0,0.0,,,,
265,14.0,106.0,701.0,43.0,33.0,1.0,0.007874015748031496,0.00697350069735007,-0.7258250365610058,-0.044394119358453395
266,14.0,107.0,701.0,52.0,39.0,1.0,-0.03759398496240601,0.002777777777777778,-1.0,-0.28540221886224837
267,14.0,116.0,705.0,43.0,45.0,1.0,-0.06569343065693431,-0.0068775790921595595,-0.7258250365610058,-0.49185309632967467
268,14.0,107.0,700.0,35.0,57.0,1.0,0.03225806451612903,-0.008241758241758242,-0.42884329880387423,-0.8328900141647417
269,14.0,106.0,700.0,33.0,27.0,1.0,0.04918032786885246,0.012622720897615708,-0.3439544012173613,0.24511249783653138
270,14.0,117.0,708.0,24.0,16.0,1.0,-0.007751937984496124,0.008379888268156424,0.11547721741993588,1.0
271,14.0,111.0,705.0,46.0,43.0,1.0,-0.04477611940298507,-0.005509641873278237,-0.8231222379159209,-0.42626475470209796
272,14.0,107.0,707.0,32.0,17.0,1.0,0.04065040650406504,0.009790209790209791,-0.2995602818589078,0.9125371587496606
273,14.0,107.0,705.0,33.0,41.0,1.0,0.04065040650406504,-0.004137931034482759,-0.3439544012173613,-0.3575520046180836
274,14.0,116.0,708.0,23.0,26.0,1.0,0.007874015748031496,0.0013869625520110957,0.17687776208407918,0.29956028185890793
275,14.0,116.0,705.0,43.0,36.0,1.0,-0.06569343065693431,-0.0013831258644536654,-0.7258250365610058,-0.16992500144231246
276,14.0,104.0,707.0,36.0,19.0,1.0,0.04918032786885246,0.008379888268156424,-0.46948528330122025,0.7520724865564145
277,14.0,117.0,708.0,23.0,24.0,1.0,0.0,0.002777777777777778,0.17687776208407918,0.41503749927884376
278,14.0,107.0,701.0,32.0,34.0,1.0,0.04065040650406504,0.005571030640668524,-0.2995602818589078,-0.08746284125033943
279,14.0,117.0,708.0,22.0,16.0,1.0,0.0,0.008379888268156424,0.24100809950379498,1.0
280,14.0,117.0,705.0,40.0,42.0,1.0,-0.06569343065693431,-0.005509641873278237,-0.6214883767462701,-0.39231742277876036
281,14.0,107.0,701.0,32.0,49.0,1.0,0.04065040650406504,-0.004137931034482759,-0.2995602818589078,-0.6147098441152083
282,14.0,116.0,701.0,33.0,33.0,1.0,-0.030303030303030304,0.00697350069735007,-0.3439544012173613,-0.044394119358453395
283,14.0,106.0,701.0,35.0,27.0,1.0,0.04065040650406504,0.011204481792717087,-0.42884329880387423,0.24511249783653138
284,14.0,123.0,705.0,33.0,32.0,1.0,-0.07913669064748201,0.0013869625520110957,-0.3439544012173613,0.0
285,14.0,117.0,708.0,40.0,39.0,1.0,-0.06569343065693431,-0.0068775790921595595,-0.6214883767462701,-0.28540221886224837
286,14.0,106.0,701.0,35.0,23.0,1.0,0.04065040650406504,0.014044943820224719,-0.42884329880387423,0.4764380439429871
287,14.0,113.0,702.0,38.0,44.0,1.0,-0.030303030303030304,-0.0027624309392265192,-0.5474877953024933,-0.4594316186372972
288,14.0,123.0,707.0,33.0,33.0,1.0,-0.07913669064748201,-0.0013831258644536654,-0.3439544012173613,-0.044394119358453395
289,14.0,120.0,702.0,31.0,35.0,1.0,-0.05185185185185185,0.004172461752433936,-0.253756592245783,-0.1292830169449665
290,14.0,106.0,701.0,35.0,26.0,1.0,0.04065040650406504,0.011204481792717087,-0.42884329880387423,0.29956028185890793
291,14.0,113.0,714.0,30.0,32.0,1.0,0.0,-0.010958904109589041,-0.20645087746742632,0.0
292,14.0,88.0,707.0,51.0,27.0,1.0,0.13274336283185842,0.002777777777777778,-0.9719856238304035,0.24511249783653138
293,14.0,107.0,700.0,32.0,34.0,1.0,0.04065040650406504,0.00697350069735007,-0.2995602818589078,-0.08746284125033943
294,14.0,123.0,714.0,20.0,23.0,1.0,-0.03759398496240601,-0.004137931034482759,0.37851162325372983,0.4764380439429871
295,14.0,108.0,701.0,32.0,25.0,1.0,0.03225806451612903,0.012622720897615708,-0.2995602818589078,0.35614381022527536
296,14.0,116.0,708.0,23.0,16.0,1.0,0.007874015748031496,0.008379888268156424,0.17687776208407918,1.0
297,14.0,116.0,708.0,24.0,24.0,1.0,0.0,0.002777777777777778,0.11547721741993588,0.41503749927884376
298,14.0,116.0,708.0,43.0,38.0,1.0,-0.06569343065693431,-0.0068775790921595595,-0.7258250365610058,-0.24792751344358557
299,14.0,107.0,701.0,51.0,39.0,1.0,-0.030303030303030304,0.002777777777777778,-0.9719856238304035,-0.28540221886224837
300,14.0,111.0,671.0,61.0,109.0,0.0,,,,
301,14.0,60.0,701.0,81.0,44.0,0.0,,,,
302,14.0,111.0,713.0,62.0,67.0,0.0,,,,
303,14.0,98.0,719.0,43.0,65.0,0.0,,,,
304,14.0,92.0,702.0,70.0,89.0,0.0,,,,
305,14.0,123.0,705.0,36.0,49.0,0.0,,,,
306,14.0,127.0,705.0,32.0,45.0,0.0,,,,
307,14.0,123.0,705.0,36.0,35.0,0.0,,,,
308,14.0,123.0,715.0,17.0,17.0,0.0,,,,
309,14.0,113.0,643.0,55.0,103.0,0.0,,,,
310,14.0,91.0,705.0,82.0,75.0,0.0,,,,
311,14.0,91.0,701.0,82.0,79.0,0.0,,,,
312,14.0,125.0,713.0,32.0,34.0,0.0,,,,
313,14.0,117.0,701.0,28.0,18.0,0.0,,,,
314,14.0,108.0,701.0,65.0,79.0,0.0,,,,
315,14.0,107.0,701.0,68.0,100.0,0.0,,,,
316,14.0,97.0,716.0,46.0,87.0,0.0,,,,
317,14.0,107.0,701.0,22.0,34.0,0.0,,,,
318,14.0,64.0,697.0,62.0,46.0,0.0,,,,
319,14.0,123.0,714.0,36.0,32.0,0.0,,,,
320,14.0,111.0,708.0,55.0,113.0,0.0,,,,
321,14.0,116.0,708.0,59.0,92.0,0.0,,,,
322,14.0,98.0,716.0,31.0,67.0,0.0,,,,
323,14.0,107.0,701.0,41.0,23.0,0.0,,,,
324,14.0,125.0,727.0,17.0,12.0,0.0,,,,
325,14.0,107.0,701.0,22.0,49.0,0.0,,,,
326,14.0,104.0,701.0,70.0,80.0,0.0,,,,
327,14.0,107.0,700.0,22.0,34.0,0.0,,,,
328,14.0,61.0,701.0,68.0,49.0,0.0,,,,
329,14.0,111.0,708.0,48.0,56.0,0.0,,,,
330,14.0,98.0,701.0,60.0,82.0,0.0,,,,
331,14.0,107.0,701.0,38.0,23.0,0.0,,,,
332,14.0,123.0,705.0,39.0,69.0,0.0,,,,
333,14.0,123.0,714.0,17.0,18.0,0.0,,,,
334,14.0,98.0,701.0,77.0,100.0,0.0,,,,
335,14.0,58.0,705.0,82.0,56.0,0.0,,,,
336,14.0,104.0,701.0,55.0,79.0,0.0,,,,
337,14.0,111.0,713.0,46.0,44.0,0.0,,,,
338,14.0,113.0,672.0,77.0,74.0,0.0,,,,
339,14.0,117.0,701.0,29.0,18.0,0.0,,,,
340,14.0,97.0,707.0,66.0,87.0,0.0,,,,
341,14.0,106.0,716.0,23.0,33.0,0.0,,,,
342,14.0,110.0,728.0,19.0,21.0,0.0,,,,
343,14.0,124.0,670.0,64.0,68.0,0.0,,,,
344,14.0,107.0,639.0,61.0,107.0,0.0,,,,
345,14.0,127.0,713.0,30.0,37.0,0.0,,,,
346,14.0,64.0,715.0,65.0,34.0,0.0,,,,
347,14.0,106.0,701.0,23.0,27.0,0.0,,,,
348,14.0,107.0,701.0,41.0,21.0,0.0,,,,
349,14.0,107.0,689.0,48.0,45.0,0.0,,,,
350,14.0,123.0,705.0,45.0,75.0,0.0,,,,
351,14.0,111.0,697.0,80.0,83.0,0.0,,,,
352,14.0,107.0,671.0,65.0,109.0,0.0,,,,
353,14.0,107.0,700.0,68.0,100.0,0.0,,,,
354,14.0,123.0,699.0,39.0,38.0,0.0,,,,
355,14.0,113.0,643.0,55.0,114.0,0.0,,,,
356,14.0,110.0,705.0,64.0,92.0,0.0,,,,
357,14.0,123.0,707.0,36.0,36.0,0.0,,,,
358,14.0,72.0,708.0,54.0,20.0,0.0,,,,
359,14.0,106.0,701.0,23.0,26.0,0.0,,,,
360,14.0,106.0,678.0,49.0,49.0,0.0,,,,
361,14.0,124.0,683.0,42.0,54.0,0.0,,,,
362,14.0,118.0,707.0,45.0,94.0,0.0,,,,
363,14.0,106.0,701.0,53.0,53.0,0.0,,,,
364,14.0,120.0,702.0,42.0,55.0,0.0,,,,
365,14.0,92.0,716.0,45.0,75.0,0.0,,,,
